iteration,pheromone_exponent,length_exponent,evaporation_coefficient,pheromone_leaving_coefficient,total_distance,path
16,1,1,0.125,1.55555555555556,7079.94769622048,[0,1,12,3,9,23,14,10,18,2,8,13,21,15,6,19,20,17,11,16,5,4,22,7,24, 0],,,,,,,
17,1,1,0.125,1.66666666666667,6894.15778022982,[0,24,9,13,15,20,11,14,23,17,8,4,21,22,2,16,1,3,12,6,19,5,18,10,7, 0],,,,,,,
18,1,1,0.125,1.77777777777778,7130.45427268091,[0,1,3,7,12,16,21,9,20,14,11,23,13,2,5,18,10,8,4,22,17,19,6,15,24, 0],,,,,,,
19,1,1,0.125,1.88888888888889,7198.88242316604,[0,24,6,19,21,14,8,15,20,13,11,23,10,17,4,5,18,2,22,7,12,3,1,16,9, 0],,,,,,,
20,1,1,0.125,2,6955.85802413628,[0,3,12,7,22,4,8,2,6,19,15,9,24,16,23,14,11,17,21,20,13,18,5,10,1, 0],,,,,,,
21,1,1,0.25,1,5860.23981945337,[0,16,24,12,3,1,20,13,14,17,23,11,21,5,18,10,4,8,2,22,7,19,6,15,9, 0],,,,,,,
22,1,1,0.25,1.11111111111111,5759.42906905268,[0,16,24,1,12,3,7,2,21,5,10,4,8,20,19,6,15,9,13,23,11,14,17,18,22, 0],,,,,,,
23,1,1,0.25,1.22222222222222,5512.86779710922,[0,24,3,1,12,7,2,22,8,4,5,14,17,11,23,10,18,13,19,6,15,20,21,16,9, 0],,,,,,,
24,1,1,0.25,1.33333333333333,5172.41541722264,[0,1,3,12,7,10,18,5,8,4,2,22,21,13,23,11,14,17,20,19,6,15,24,16,9, 0],,,,,,,
25,1,1,0.25,1.44444444444444,5519.75809082653,[0,24,3,1,12,7,2,14,17,11,23,10,18,5,21,8,4,20,19,6,15,9,16,13,22, 0],,,,,,,
26,1,1,0.25,1.55555555555556,5221.89615592522,[0,24,12,1,3,2,22,7,16,9,15,6,19,20,23,11,17,14,13,21,4,8,5,10,18, 0],,,,,,,
27,1,1,0.25,1.66666666666667,5431.40431008348,[0,24,1,3,12,22,2,4,5,10,18,8,21,23,11,14,17,19,6,9,15,13,20,7,16, 0],,,,,,,
28,1,1,0.25,1.77777777777778,5169.70927082169,[0,3,1,12,7,21,13,20,19,6,15,9,11,23,14,17,18,10,5,4,8,22,2,16,24, 0],,,,,,,
29,1,1,0.25,1.88888888888889,4718.99355407847,[0,24,1,3,12,7,22,2,8,4,5,18,10,17,11,14,20,13,23,21,19,6,15,9,16, 0],,,,,,,
30,1,1,0.25,2,4892.3887983196,[0,24,3,1,16,9,15,6,19,13,21,8,4,23,11,14,17,20,10,18,5,2,22,7,12, 0],,,,,,,
31,1,1,0.375,1,4138.20520554936,[0,24,3,1,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
32,1,1,0.375,1.11111111111111,4528.51143664677,[0,24,3,1,12,7,2,22,8,4,21,23,11,14,17,5,18,10,20,13,19,6,15,9,16, 0],,,,,,,
33,1,1,0.375,1.22222222222222,4195.61824293798,[0,24,1,3,12,7,22,2,8,21,4,5,10,18,14,17,11,23,20,13,19,6,15,9,16, 0],,,,,,,
34,1,1,0.375,1.33333333333333,4519.8906165712,[0,24,1,3,12,7,22,2,8,4,21,11,17,14,5,10,18,23,13,20,19,6,15,9,16, 0],,,,,,,
35,1,1,0.375,1.44444444444444,4383.74930361258,[0,24,3,1,12,7,22,2,8,4,21,18,10,5,17,14,11,23,20,13,6,19,15,9,16, 0],,,,,,,
36,1,1,0.375,1.55555555555556,4564.08657526499,[0,24,1,3,12,16,9,15,6,19,20,13,21,17,14,11,23,4,5,18,10,8,22,2,7, 0],,,,,,,
37,1,1,0.375,1.66666666666667,4483.73919855498,[0,24,16,9,15,6,19,20,13,21,8,4,5,11,23,14,17,10,18,2,22,7,1,3,12, 0],,,,,,,
38,1,1,0.375,1.77777777777778,4403.36642989061,[0,24,16,9,15,6,19,20,23,11,14,17,5,10,18,2,22,8,4,21,13,7,12,3,1, 0],,,,,,,
39,1,1,0.375,1.88888888888889,4382.32522741537,[0,24,1,3,12,7,22,2,5,18,10,17,14,11,23,21,4,8,20,13,19,6,15,9,16, 0],,,,,,,
40,1,1,0.375,2,4092.48671959847,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,18,10,5,4,8,2,22,7,12,3,1, 0],,,,,,,
41,1,1,0.5,1,4135.41772445226,[0,24,1,3,12,7,2,22,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
42,1,1,0.5,1.11111111111111,4236.32733229351,[0,24,16,9,15,6,19,20,13,22,2,8,4,21,23,11,14,17,5,10,18,7,12,3,1, 0],,,,,,,
43,1,1,0.5,1.22222222222222,4110.47429688575,[0,24,1,3,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
44,1,1,0.5,1.33333333333333,4358.64937985393,[0,24,16,9,15,6,19,20,13,17,14,23,11,21,22,2,8,4,5,10,18,7,12,1,3, 0],,,,,,,
45,1,1,0.5,1.44444444444444,4198.99813576746,[0,3,1,12,7,2,22,4,8,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16,24, 0],,,,,,,
46,1,1,0.5,1.55555555555556,4138.20520554936,[0,24,3,1,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
47,1,1,0.5,1.66666666666667,4092.48671959847,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,18,10,5,4,8,2,22,7,12,3,1, 0],,,,,,,
48,1,1,0.5,1.77777777777778,4104.29937252583,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,18,10,5,4,8,2,22,7,12,1,3, 0],,,,,,,
49,1,1,0.5,1.88888888888889,4106.00874750473,[0,24,16,9,15,6,19,13,20,21,23,11,14,17,10,18,5,4,8,22,2,7,12,3,1, 0],,,,,,,
50,1,1,0.5,2,4512.60435087463,[0,24,12,3,1,16,9,15,6,19,13,20,11,23,17,14,21,4,8,2,22,5,10,18,7, 0],,,,,,,
51,1,1.25,0,1,6172.48070464098,[0,24,9,15,19,6,13,21,20,11,23,14,17,3,1,8,4,22,2,5,10,18,7,12,16, 0],,,,,,,
52,1,1.25,0,1.11111111111111,6501.03984629412,[0,24,7,8,2,22,4,5,18,10,11,14,20,21,23,17,12,9,15,6,19,13,16,3,1, 0],,,,,,,
53,1,1.25,0,1.22222222222222,6980.094891134,[0,22,18,10,5,4,8,21,11,23,3,24,19,6,13,16,15,9,20,17,14,2,7,12,1, 0],,,,,,,
54,1,1.25,0,1.33333333333333,6054.80114020708,[0,12,1,3,24,7,2,5,11,23,19,21,22,18,10,14,17,8,4,13,20,15,6,9,16, 0],,,,,,,
55,1,1.25,0,1.44444444444444,6703.75744943331,[0,9,12,2,8,4,5,18,10,14,17,13,15,16,24,1,3,6,19,20,21,11,23,22,7, 0],,,,,,,
56,1,1.25,0,1.55555555555556,6683.37232163784,[0,16,12,3,1,24,7,8,2,22,4,21,20,23,11,6,19,13,15,9,5,10,17,14,18, 0],,,,,,,
57,1,1.25,0,1.66666666666667,6810.42148652691,[0,12,22,7,13,9,1,3,24,16,21,19,6,15,20,17,14,4,8,23,11,5,18,10,2, 0],,,,,,,
58,1,1.25,0,1.77777777777778,6806.11003908158,[0,24,3,1,6,20,23,14,11,17,21,2,13,22,8,4,5,10,18,16,15,19,9,7,12, 0],,,,,,,
59,1,1.25,0,1.88888888888889,6248.50109544617,[0,7,22,13,10,18,5,4,8,14,17,11,23,19,6,15,9,16,24,1,3,12,21,20,2, 0],,,,,,,
60,1,1.25,0,2,6479.99509205658,[0,3,12,1,2,8,4,21,17,13,6,15,9,22,18,7,10,5,14,11,23,20,19,16,24, 0],,,,,,,
61,1,1.25,0.125,1,6465.55071515949,[0,16,24,1,3,12,7,9,15,6,19,20,21,8,18,4,5,10,14,11,23,13,2,17,22, 0],,,,,,,
62,1,1.25,0.125,1.11111111111111,6445.14138934435,[0,24,2,4,8,21,20,19,23,11,14,17,18,5,10,22,12,13,6,15,9,16,3,1,7, 0],,,,,,,
63,1,1.25,0.125,1.22222222222222,6405.83497276847,[0,1,3,24,16,7,18,4,8,22,23,13,19,6,15,9,20,17,14,11,21,5,2,10,12, 0],,,,,,,
64,1,1.25,0.125,1.33333333333333,6324.73662071516,[0,24,22,2,4,8,20,13,15,19,6,14,23,11,21,5,17,10,18,7,3,12,1,16,9, 0],,,,,,,
65,1,1.25,0.125,1.44444444444444,6685.51428870033,[0,12,3,1,16,24,7,5,21,23,14,17,10,18,8,4,15,20,19,6,13,11,22,2,9, 0],,,,,,,
66,1,1.25,0.125,1.55555555555556,6724.33866146352,[0,24,1,12,2,5,8,4,13,10,14,17,21,20,11,23,19,6,15,9,16,7,18,22,3, 0],,,,,,,
67,1,1.25,0.125,1.66666666666667,6073.41709117305,[0,1,3,12,24,8,4,22,2,17,14,11,23,20,15,19,13,21,5,10,18,7,16,9,6, 0],,,,,,,
68,1,1.25,0.125,1.77777777777778,6411.6811492766,[0,12,24,3,1,22,8,4,5,10,2,18,20,6,19,15,21,11,23,14,17,13,9,16,7, 0],,,,,,,
69,1,1.25,0.125,1.88888888888889,5657.80349068319,[0,24,1,3,12,7,2,22,4,8,23,11,21,15,6,19,20,13,14,17,10,5,18,9,16, 0],,,,,,,
70,1,1.25,0.125,2,5909.81103548608,[0,24,12,1,3,16,23,2,22,8,4,21,13,15,6,9,19,20,11,17,14,18,10,5,7, 0],,,,,,,
71,1,1.25,0.25,1,5661.78687975299,[0,24,1,3,12,7,10,18,5,4,8,21,20,11,23,14,17,6,15,9,16,19,13,2,22, 0],,,,,,,
72,1,1.25,0.25,1.11111111111111,5666.94982832515,[0,12,3,1,24,16,9,15,19,6,13,23,11,14,17,10,18,4,8,22,2,5,7,20,21, 0],,,,,,,
73,1,1.25,0.25,1.22222222222222,5191.9468810155,[0,24,12,1,3,16,9,15,6,19,20,17,23,11,14,18,10,5,4,8,7,22,2,21,13, 0],,,,,,,
74,1,1.25,0.25,1.33333333333333,4423.12019366247,[0,24,3,1,12,7,2,5,10,18,4,22,8,21,11,14,17,23,20,13,19,6,15,9,16, 0],,,,,,,
75,1,1.25,0.25,1.44444444444444,4926.00544904025,[0,24,1,3,12,7,21,4,2,22,8,18,10,5,14,17,23,11,13,6,19,20,15,9,16, 0],,,,,,,
76,1,1.25,0.25,1.55555555555556,5105.28960361909,[0,24,3,1,12,7,2,22,16,9,15,19,6,13,20,21,8,4,5,10,18,17,14,11,23, 0],,,,,,,
77,1,1.25,0.25,1.66666666666667,4613.8030867385,[0,24,16,9,15,6,19,13,20,21,14,17,11,23,10,18,2,22,8,4,5,7,12,3,1, 0],,,,,,,
78,1,1.25,0.25,1.77777777777778,5322.00806170704,[0,24,1,3,12,7,16,9,15,6,19,20,11,21,13,8,4,5,10,18,17,14,23,22,2, 0],,,,,,,
79,1,1.25,0.25,1.88888888888889,4915.4050812036,[0,24,3,1,16,9,15,6,19,13,20,21,23,11,17,14,8,4,5,10,18,7,12,22,2, 0],,,,,,,
80,1,1.25,0.25,2,4312.58946532558,[0,24,3,1,16,9,15,6,19,13,20,23,11,14,17,21,22,2,8,4,5,10,18,7,12, 0],,,,,,,
81,1,1.25,0.375,1,4347.24036107086,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,10,18,5,4,8,2,7,22,12,3,1, 0],,,,,,,
82,1,1.25,0.375,1.11111111111111,4498.10178498286,[0,24,1,3,12,7,8,4,21,23,11,14,17,18,10,5,2,22,13,20,19,6,15,9,16, 0],,,,,,,
83,1,1.25,0.375,1.22222222222222,4092.48671959847,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,18,10,5,4,8,2,22,7,12,3,1, 0],,,,,,,
84,1,1.25,0.375,1.33333333333333,4035.8194519897,[0,24,1,3,12,7,22,2,8,4,5,18,10,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
85,1,1.25,0.375,1.44444444444444,4087.98611759467,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,5,10,18,4,8,2,22,7,12,3,1, 0],,,,,,,
86,1,1.25,0.375,1.55555555555556,4163.14863311587,[0,24,3,1,12,7,2,22,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
87,1,1.25,0.375,1.66666666666667,4311.03301997508,[0,24,16,9,15,6,19,13,20,23,11,14,17,5,10,18,2,22,8,4,21,7,12,3,1, 0],,,,,,,
88,1,1.25,0.375,1.77777777777778,4110.47429688575,[0,24,1,3,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
89,1,1.25,0.375,1.88888888888889,4253.08166909756,[0,24,1,3,12,7,18,10,5,4,8,2,22,21,23,11,14,17,13,20,19,6,15,9,16, 0],,,,,,,
90,1,1.25,0.375,2,4165.84448944368,[0,24,16,9,15,6,19,13,20,17,14,23,11,21,4,8,5,10,18,2,22,7,12,3,1, 0],,,,,,,
91,1,1.25,0.5,1,4138.20520554936,[0,24,3,1,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
92,1,1.25,0.5,1.11111111111111,4068.50124426504,[0,24,16,9,15,6,19,20,13,21,23,11,17,14,18,10,5,4,8,2,22,7,12,3,1, 0],,,,,,,
93,1,1.25,0.5,1.22222222222222,4035.8194519897,[0,24,1,3,12,7,22,2,8,4,5,18,10,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
94,1,1.25,0.5,1.33333333333333,4017.83187470242,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,10,18,5,4,8,2,22,7,12,3,1, 0],,,,,,,
95,1,1.25,0.5,1.44444444444444,4129.24280009234,[0,24,16,9,15,6,19,20,13,21,23,11,14,17,18,10,5,4,8,22,2,7,12,1,3, 0],,,,,,,
96,1,1.25,0.5,1.55555555555556,4211.78111348857,[0,24,16,9,15,6,19,13,20,23,11,14,17,5,10,18,4,8,21,22,2,7,12,3,1, 0],,,,,,,
97,1,1.25,0.5,1.66666666666667,4268.35861561301,[0,24,3,1,12,7,2,22,18,10,5,4,8,21,23,11,14,17,13,20,19,6,15,9,16, 0],,,,,,,
98,1,1.25,0.5,1.77777777777778,4236.75214929846,[0,24,16,9,15,6,19,13,20,23,11,14,17,18,10,5,4,8,21,2,22,7,12,3,1, 0],,,,,,,
99,1,1.25,0.5,1.88888888888889,4110.47429688575,[0,24,1,3,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
100,1,1.25,0.5,2,4135.41772445226,[0,24,1,3,12,7,2,22,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16, 0],,,,,,,
101,1,1.5,0,1,5790.36145431358,[0,1,3,12,24,16,2,22,14,23,11,17,4,8,7,5,10,18,21,20,13,19,6,15,9, 0],,,,,,,
102,1,1.5,0,1.11111111111111,5883.74838595616,[0,24,8,4,5,2,22,18,10,13,6,19,9,15,20,23,17,14,11,21,7,12,1,3,16, 0],,,,,,,
103,1,1.5,0,1.22222222222222,5978.6545696736,[0,24,12,1,3,22,8,4,17,14,11,13,20,23,5,10,18,7,9,15,6,19,21,2,16, 0],,,,,,,
104,1,1.5,0,1.33333333333333,6126.27943903523,[0,24,16,1,3,12,7,2,22,10,5,8,4,20,13,21,23,9,15,6,19,11,14,17,18, 0],,,,,,,
105,1,1.5,0,1.44444444444444,5601.46963289824,[0,24,1,3,16,9,15,19,6,20,4,8,2,7,22,13,17,14,11,23,21,5,18,10,12, 0],,,,,,,
106,1,1.5,0,1.55555555555556,5729.25167483827,[0,16,9,6,19,13,20,23,17,14,11,21,22,2,8,4,15,24,1,3,12,7,18,10,5, 0],,,,,,,
107,1,1.5,0,1.66666666666667,6267.90187988434,[0,12,24,3,1,16,9,21,20,13,14,11,23,17,8,4,2,22,5,10,18,7,19,6,15, 0],,,,,,,
108,1,1.5,0,1.77777777777778,5673.66574850854,[0,24,16,9,15,6,19,11,23,14,17,4,8,21,22,2,5,18,10,20,13,12,3,1,7, 0],,,,,,,
109,1,1.5,0,1.88888888888889,6286.87998849358,[0,3,1,24,12,16,9,15,6,19,13,20,23,17,4,21,2,22,8,14,18,5,11,10,7, 0],,,,,,,
110,1,1.5,0,2,6042.79735966151,[0,24,3,1,16,9,13,8,5,14,11,17,21,23,15,6,19,20,2,22,18,10,4,7,12, 0],,,,,,,
111,1,1.5,0.125,1,5943.42646069274,[0,1,3,12,16,22,2,5,4,13,19,6,15,9,21,8,14,17,11,23,20,18,10,7,24, 0],,,,,,,
112,1,1.5,0.125,1.11111111111111,6249.57535716817,[0,3,12,22,2,21,8,4,5,14,11,23,20,19,9,16,24,1,13,15,6,17,10,18,7, 0],,,,,,,
113,1,1.5,0.125,1.22222222222222,6122.44739749577,[0,24,16,9,15,6,13,23,11,14,17,10,7,12,3,1,20,19,4,8,21,5,18,2,22, 0],,,,,,,
114,1,1.5,0.125,1.33333333333333,5943.0478133984,[0,3,1,24,16,9,15,19,6,13,21,4,8,2,22,23,20,11,14,17,10,18,12,7,5, 0],,,,,,,
115,1,1.5,0.125,1.44444444444444,5323.17545968721,[0,3,1,12,9,15,6,19,20,13,21,8,4,22,2,5,10,17,11,23,14,18,7,16,24, 0],,,,,,,
116,1,1.5,0.125,1.55555555555556,5599.89483751814,[0,3,12,10,18,2,22,7,16,9,15,6,19,20,23,21,4,8,5,14,17,11,13,24,1, 0],,,,,,,
117,1,1.5,0.125,1.66666666666667,5756.06260097033,[0,24,16,13,2,22,21,4,8,12,3,1,9,15,6,19,20,14,17,11,23,5,18,10,7, 0],,,,,,,
118,1,1.5,0.125,1.77777777777778,5934.26500448852,[0,24,12,1,3,7,22,2,8,4,11,23,14,5,17,21,13,9,15,6,19,20,10,18,16, 0],,,,,,,
119,1,1.5,0.125,1.88888888888889,5857.28465689349,[0,24,12,1,3,16,9,13,19,6,15,21,20,23,11,14,17,4,8,22,7,5,10,2,18, 0],,,,,,,
120,1,1.5,0.125,2,5862.78373327415,[0,24,3,1,4,23,17,14,5,10,18,2,8,22,7,9,15,6,19,20,11,21,13,16,12, 0],,,,,,,
121,1,1.5,0.25,1,4685.75069284646,[0,24,16,12,1,3,9,15,6,19,13,20,17,14,11,23,21,2,22,8,4,5,10,18,7, 0],,,,,,,
122,1,1.5,0.25,1.11111111111111,4848.60925231894,[0,24,3,1,12,16,9,15,6,19,20,23,11,14,17,2,22,7,18,10,5,4,8,21,13, 0],,,,,,,
123,1,1.5,0.25,1.22222222222222,4826.01341226128,[0,24,1,3,16,19,6,15,9,20,13,21,23,11,14,17,5,10,18,4,8,2,22,7,12, 0],,,,,,,
124,1,1.5,0.25,1.33333333333333,4863.34804609963,[0,16,9,15,13,19,6,17,14,11,23,20,21,22,2,8,4,5,10,18,7,24,3,1,12, 0],,,,,,,
125,1,1.5,0.25,1.44444444444444,4944.89599455197,[0,24,1,3,12,7,22,2,8,4,5,10,18,11,23,14,17,20,9,15,6,19,13,21,16, 0],,,,,,,
126,1,1.5,0.25,1.55555555555556,4670.96495941258,[0,24,16,9,15,6,19,20,23,11,14,17,13,4,8,5,10,18,21,2,22,7,12,3,1, 0],,,,,,,
127,1,1.5,0.25,1.66666666666667,4738.37170482964,[0,24,16,9,15,20,13,19,6,17,14,11,23,21,2,22,4,8,5,10,18,7,12,1,3, 0],,,,,,,
128,1,1.5,0.25,1.77777777777778,4857.77561407278,[0,24,3,1,12,7,22,2,10,18,5,4,8,20,19,6,17,14,11,23,21,13,15,9,16, 0],,,,,,,
129,1,1.5,0.25,1.88888888888889,4716.25154657841,[0,24,1,3,12,7,22,21,23,11,17,14,10,18,5,4,8,2,13,19,6,20,15,9,16, 0],,,,,,,
130,1,1.5,0.25,2,4551.62239246726,[0,12,3,1,24,16,9,15,6,19,20,13,21,14,17,11,23,4,8,5,10,18,7,22,2, 0],,,,,,,
131,1,1.5,0.375,1,4296.69432902214,[0,24,3,12,7,22,2,8,4,5,10,18,17,14,11,23,21,13,20,19,6,15,9,16,1, 0],,,,,,,
