iteration;pheromone_exponent;length_exponent;evaporation_coefficient;pheromone_leaving_coefficient;total_distance;path;
127;1.3;1.5;0.25;1.6666666666666665;3696.880500475342;[0, 24, 3, 20, 1, 12, 10, 7, 9, 16, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 0];
128;1.3;1.5;0.25;1.7777777777777777;3720.653420450162;[0, 24, 23, 17, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 12, 1, 20, 6, 3, 0];
129;1.3;1.5;0.25;1.8888888888888888;3552.58059718021;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
130;1.3;1.5;0.25;2.0;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
131;1.3;1.5;0.375;1.0;3653.01109350564;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
132;1.3;1.5;0.375;1.1111111111111112;3653.01109350564;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
133;1.3;1.5;0.375;1.2222222222222223;3654.907019382915;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
134;1.3;1.5;0.375;1.3333333333333333;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
135;1.3;1.5;0.375;1.4444444444444444;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
136;1.3;1.5;0.375;1.5555555555555556;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
137;1.3;1.5;0.375;1.6666666666666665;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
138;1.3;1.5;0.375;1.7777777777777777;3654.907019382915;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
139;1.3;1.5;0.375;1.8888888888888888;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
140;1.3;1.5;0.375;2.0;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
141;1.3;1.5;0.5;1.0;3670.5215326934936;[0, 24, 3, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 20, 1, 12, 0];
142;1.3;1.5;0.5;1.1111111111111112;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
143;1.3;1.5;0.5;1.2222222222222223;3642.8853935851207;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
144;1.3;1.5;0.5;1.3333333333333333;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
145;1.3;1.5;0.5;1.4444444444444444;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
146;1.3;1.5;0.5;1.5555555555555556;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
147;1.3;1.5;0.5;1.6666666666666665;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
148;1.3;1.5;0.5;1.7777777777777777;3622.4489891246517;[0, 24, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 6, 3, 0];
149;1.3;1.5;0.5;1.8888888888888888;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
150;1.3;1.5;0.5;2.0;3622.4489891246517;[0, 24, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 6, 3, 0];
151;1.3;1.75;0.0;1.0;4842.051306595759;[0, 15, 18, 19, 8, 5, 4, 11, 13, 7, 9, 16, 21, 2, 22, 14, 10, 12, 1, 3, 24, 20, 6, 23, 17, 0];
152;1.3;1.75;0.0;1.1111111111111112;5123.0775346256805;[0, 24, 16, 9, 21, 2, 11, 7, 10, 3, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 22, 14, 1, 12, 20, 0];
153;1.3;1.75;0.0;1.2222222222222223;4931.284391239376;[0, 24, 6, 15, 17, 23, 18, 19, 8, 11, 4, 22, 13, 5, 14, 21, 2, 9, 16, 7, 10, 1, 12, 20, 3, 0];
154;1.3;1.75;0.0;1.3333333333333333;5001.081375733382;[0, 3, 1, 10, 12, 20, 6, 23, 17, 15, 18, 8, 19, 5, 14, 22, 11, 4, 13, 2, 21, 9, 7, 16, 24, 0];
155;1.3;1.75;0.0;1.4444444444444444;4896.601569006673;[0, 10, 1, 12, 3, 24, 17, 23, 18, 8, 19, 5, 11, 4, 13, 14, 22, 2, 9, 21, 16, 7, 20, 6, 15, 0];
156;1.3;1.75;0.0;1.5555555555555556;5352.972737390709;[0, 23, 17, 15, 24, 3, 6, 20, 12, 18, 19, 8, 4, 13, 5, 11, 7, 16, 9, 2, 21, 14, 22, 1, 10, 0];
157;1.3;1.75;0.0;1.6666666666666665;4925.326944206645;[0, 5, 13, 4, 11, 18, 8, 19, 15, 24, 17, 23, 6, 12, 1, 20, 3, 10, 14, 22, 2, 9, 21, 16, 7, 0];
158;1.3;1.75;0.0;1.7777777777777777;4980.549525071759;[0, 13, 5, 4, 11, 14, 22, 9, 16, 21, 2, 7, 12, 1, 10, 17, 23, 15, 8, 19, 18, 24, 3, 6, 20, 0];
159;1.3;1.75;0.0;1.8888888888888888;4803.88062585782;[0, 24, 6, 17, 23, 15, 3, 10, 14, 22, 11, 2, 21, 9, 16, 7, 1, 20, 12, 4, 13, 5, 8, 19, 18, 0];
160;1.3;1.75;0.0;2.0;4721.86824399506;[0, 3, 12, 1, 20, 7, 16, 9, 21, 2, 14, 22, 19, 8, 18, 5, 13, 4, 11, 15, 17, 23, 6, 24, 10, 0];
161;1.3;1.75;0.125;1.0;4959.6890715185045;[0, 23, 17, 6, 24, 19, 8, 18, 5, 13, 4, 11, 22, 14, 7, 16, 9, 2, 21, 12, 10, 20, 1, 3, 15, 0];
162;1.3;1.75;0.125;1.1111111111111112;5053.489690207148;[0, 24, 3, 10, 20, 23, 17, 15, 6, 12, 7, 1, 2, 21, 16, 9, 14, 22, 11, 4, 13, 5, 8, 19, 18, 0];
163;1.3;1.75;0.125;1.2222222222222223;5150.2918741873855;[0, 3, 11, 13, 5, 8, 19, 18, 4, 21, 2, 14, 22, 9, 16, 7, 6, 17, 23, 15, 24, 10, 12, 1, 20, 0];
164;1.3;1.75;0.125;1.3333333333333333;4713.5107414973445;[0, 19, 8, 18, 4, 11, 5, 13, 21, 16, 9, 2, 14, 22, 10, 3, 12, 7, 1, 20, 6, 17, 23, 15, 24, 0];
165;1.3;1.75;0.125;1.4444444444444444;5025.608474638693;[0, 12, 10, 7, 9, 21, 16, 22, 14, 4, 11, 2, 5, 13, 18, 8, 19, 15, 23, 17, 6, 24, 3, 20, 1, 0];
166;1.3;1.75;0.125;1.5555555555555556;5224.710101598017;[0, 24, 11, 18, 8, 19, 15, 23, 17, 6, 3, 10, 5, 13, 4, 22, 14, 2, 21, 9, 16, 12, 1, 20, 7, 0];
167;1.3;1.75;0.125;1.6666666666666665;4769.734573875539;[0, 24, 15, 17, 8, 19, 18, 5, 13, 11, 4, 14, 22, 2, 16, 21, 9, 7, 10, 3, 12, 1, 20, 23, 6, 0];
168;1.3;1.75;0.125;1.7777777777777777;4870.324210905874;[0, 3, 6, 23, 17, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 7, 10, 12, 1, 20, 24, 16, 9, 21, 0];
169;1.3;1.75;0.125;1.8888888888888888;4812.033778410505;[0, 24, 3, 12, 1, 10, 14, 2, 21, 9, 16, 7, 22, 11, 18, 19, 8, 4, 5, 13, 15, 17, 23, 6, 20, 0];
170;1.3;1.75;0.125;2.0;4437.914405416957;[0, 12, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 1, 20, 3, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 0];
171;1.3;1.75;0.25;1.0;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
172;1.3;1.75;0.25;1.1111111111111112;3610.3717989131437;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 12, 1, 20, 3, 0];
173;1.3;1.75;0.25;1.2222222222222223;3702.7149753732288;[0, 24, 3, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 0];
174;1.3;1.75;0.25;1.3333333333333333;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
175;1.3;1.75;0.25;1.4444444444444444;3624.3449150019264;[0, 24, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 6, 3, 0];
176;1.3;1.75;0.25;1.5555555555555556;3702.7149753732288;[0, 24, 3, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 0];
177;1.3;1.75;0.25;1.6666666666666665;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
178;1.3;1.75;0.25;1.7777777777777777;3654.907019382915;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
179;1.3;1.75;0.25;1.8888888888888888;3698.776426352617;[0, 24, 3, 20, 1, 12, 10, 7, 9, 16, 21, 2, 14, 22, 11, 4, 13, 5, 18, 8, 19, 15, 23, 17, 6, 0];
180;1.3;1.75;0.25;2.0;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
181;1.3;1.75;0.375;1.0;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
182;1.3;1.75;0.375;1.1111111111111112;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
183;1.3;1.75;0.375;1.2222222222222223;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
184;1.3;1.75;0.375;1.3333333333333333;3732.75608934982;[0, 24, 3, 10, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 0];
185;1.3;1.75;0.375;1.4444444444444444;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
186;1.3;1.75;0.375;1.5555555555555556;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
187;1.3;1.75;0.375;1.6666666666666665;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
188;1.3;1.75;0.375;1.7777777777777777;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
189;1.3;1.75;0.375;1.8888888888888888;3600.246098992624;[0, 24, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
190;1.3;1.75;0.375;2.0;3653.01109350564;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
191;1.3;1.75;0.5;1.0;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
192;1.3;1.75;0.5;1.1111111111111112;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
193;1.3;1.75;0.5;1.2222222222222223;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
194;1.3;1.75;0.5;1.3333333333333333;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
195;1.3;1.75;0.5;1.4444444444444444;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
196;1.3;1.75;0.5;1.5555555555555556;3642.8853935851207;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
197;1.3;1.75;0.5;1.6666666666666665;3642.8853935851207;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
198;1.3;1.75;0.5;1.7777777777777777;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
199;1.3;1.75;0.5;1.8888888888888888;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
200;1.3;1.75;0.5;2.0;3653.01109350564;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
201;1.3;2.0;0.0;1.0;4593.377624331343;[0, 3, 10, 7, 1, 12, 16, 9, 2, 21, 14, 22, 11, 4, 13, 5, 19, 8, 18, 24, 23, 17, 15, 6, 20, 0];
202;1.3;2.0;0.0;1.1111111111111112;4986.415986192377;[0, 24, 7, 16, 9, 22, 14, 2, 21, 11, 4, 5, 13, 8, 19, 18, 6, 23, 17, 15, 3, 10, 20, 1, 12, 0];
203;1.3;2.0;0.0;1.2222222222222223;4976.125883533365;[0, 24, 17, 23, 15, 6, 20, 10, 12, 1, 7, 16, 9, 21, 14, 22, 2, 8, 19, 18, 4, 13, 5, 11, 3, 0];
204;1.3;2.0;0.0;1.3333333333333333;4014.318894223297;[0, 24, 3, 12, 1, 20, 6, 23, 17, 15, 13, 5, 8, 19, 18, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
205;1.3;2.0;0.0;1.4444444444444444;4765.803884020355;[0, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 6, 8, 19, 18, 5, 13, 15, 24, 3, 23, 17, 0];
206;1.3;2.0;0.0;1.5555555555555556;4733.511431476534;[0, 10, 24, 15, 17, 23, 8, 19, 18, 13, 5, 4, 11, 22, 14, 2, 16, 9, 21, 7, 20, 1, 12, 3, 6, 0];
207;1.3;2.0;0.0;1.6666666666666665;4975.86003163862;[0, 12, 3, 1, 20, 6, 17, 23, 24, 19, 8, 18, 5, 13, 4, 11, 9, 21, 22, 14, 2, 16, 7, 10, 15, 0];
208;1.3;2.0;0.0;1.7777777777777777;4700.479227979243;[0, 24, 23, 17, 15, 3, 1, 12, 10, 7, 9, 16, 21, 2, 14, 22, 11, 5, 13, 4, 8, 19, 18, 6, 20, 0];
209;1.3;2.0;0.0;1.8888888888888888;4708.390573409412;[0, 13, 5, 4, 11, 22, 14, 2, 21, 16, 9, 7, 20, 1, 12, 10, 3, 19, 8, 18, 24, 23, 17, 6, 15, 0];
210;1.3;2.0;0.0;2.0;4791.176146901247;[0, 24, 3, 10, 12, 1, 19, 8, 18, 13, 5, 4, 11, 14, 22, 2, 21, 9, 16, 7, 20, 17, 23, 15, 6, 0];
211;1.3;2.0;0.125;1.0;4659.984590805431;[0, 3, 24, 6, 17, 23, 15, 18, 19, 8, 5, 13, 11, 4, 22, 14, 9, 2, 16, 21, 7, 12, 1, 10, 20, 0];
212;1.3;2.0;0.125;1.1111111111111112;4610.807759570646;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 1, 12, 10, 7, 16, 9, 3, 20, 0];
213;1.3;2.0;0.125;1.2222222222222223;4690.463572161817;[0, 24, 10, 12, 3, 15, 23, 17, 6, 8, 19, 18, 13, 5, 4, 11, 22, 14, 9, 2, 21, 16, 7, 1, 20, 0];
214;1.3;2.0;0.125;1.3333333333333333;4493.937753936854;[0, 10, 24, 15, 23, 17, 6, 8, 19, 18, 5, 13, 4, 11, 14, 22, 2, 21, 9, 16, 7, 1, 12, 3, 20, 0];
215;1.3;2.0;0.125;1.4444444444444444;4727.505871351306;[0, 24, 10, 12, 1, 20, 3, 6, 17, 23, 15, 8, 19, 18, 4, 13, 5, 14, 22, 11, 16, 9, 2, 21, 7, 0];
216;1.3;2.0;0.125;1.5555555555555556;4877.117266314253;[0, 24, 3, 1, 12, 7, 9, 16, 14, 2, 21, 22, 11, 4, 5, 13, 19, 8, 18, 23, 17, 6, 15, 20, 10, 0];
217;1.3;2.0;0.125;1.6666666666666665;4442.139013888131;[0, 24, 3, 10, 12, 1, 7, 2, 21, 9, 16, 11, 14, 22, 4, 13, 5, 18, 19, 8, 15, 17, 23, 6, 20, 0];
218;1.3;2.0;0.125;1.7777777777777777;4654.276793293391;[0, 24, 23, 17, 6, 3, 5, 4, 11, 22, 14, 2, 21, 9, 16, 7, 20, 1, 12, 10, 13, 8, 19, 18, 15, 0];
219;1.3;2.0;0.125;1.8888888888888888;4637.126846700654;[0, 18, 8, 19, 5, 4, 13, 11, 14, 22, 2, 21, 9, 16, 7, 12, 3, 15, 17, 23, 6, 24, 10, 1, 20, 0];
220;1.3;2.0;0.125;2.0;4945.999986495832;[0, 24, 3, 6, 23, 17, 15, 8, 19, 18, 4, 5, 13, 11, 22, 14, 2, 9, 16, 7, 1, 10, 12, 20, 21, 0];
221;1.3;2.0;0.25;1.0;3632.2964027601333;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 18, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
222;1.3;2.0;0.25;1.1111111111111112;3700.6765953180543;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
223;1.3;2.0;0.25;1.2222222222222223;3816.5426312558184;[0, 24, 3, 6, 17, 23, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 12, 1, 20, 0];
224;1.3;2.0;0.25;1.3333333333333333;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
225;1.3;2.0;0.25;1.4444444444444444;3654.907019382915;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
226;1.3;2.0;0.25;1.5555555555555556;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
227;1.3;2.0;0.25;1.6666666666666665;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
228;1.3;2.0;0.25;1.7777777777777777;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
229;1.3;2.0;0.25;1.8888888888888888;3760.506177106163;[0, 24, 3, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 12, 1, 20, 0];
230;1.3;2.0;0.25;2.0;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
231;1.3;2.0;0.375;1.0;3552.58059718021;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
232;1.3;2.0;0.375;1.1111111111111112;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
233;1.3;2.0;0.375;1.2222222222222223;3552.58059718021;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
234;1.3;2.0;0.375;1.3333333333333333;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
235;1.3;2.0;0.375;1.4444444444444444;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
236;1.3;2.0;0.375;1.5555555555555556;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
237;1.3;2.0;0.375;1.6666666666666665;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
238;1.3;2.0;0.375;1.7777777777777777;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
239;1.3;2.0;0.375;1.8888888888888888;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
240;1.3;2.0;0.375;2.0;3606.365365372797;[0, 24, 6, 23, 17, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
241;1.3;2.0;0.5;1.0;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
242;1.3;2.0;0.5;1.1111111111111112;3670.5215326934936;[0, 24, 3, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 20, 1, 12, 0];
243;1.3;2.0;0.5;1.2222222222222223;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
244;1.3;2.0;0.5;1.3333333333333333;3649.004659965293;[0, 24, 3, 12, 1, 20, 6, 23, 17, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
245;1.3;2.0;0.5;1.4444444444444444;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
246;1.3;2.0;0.5;1.5555555555555556;3670.5215326934936;[0, 24, 3, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 20, 1, 12, 0];
247;1.3;2.0;0.5;1.6666666666666665;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
248;1.3;2.0;0.5;1.7777777777777777;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
249;1.3;2.0;0.5;1.8888888888888888;3552.58059718021;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
250;1.3;2.0;0.5;2.0;3872.943059064121;[0, 24, 3, 10, 7, 21, 16, 9, 2, 14, 22, 11, 4, 13, 5, 18, 8, 19, 15, 23, 17, 6, 20, 1, 12, 0];
251;1.44;1.0;0.0;1.0;5959.110252235366;[0, 24, 23, 20, 15, 17, 6, 11, 8, 19, 18, 5, 13, 4, 21, 16, 9, 2, 22, 14, 3, 12, 10, 7, 1, 0];
252;1.44;1.0;0.0;1.1111111111111112;6298.44103189218;[0, 18, 19, 8, 13, 4, 11, 2, 16, 5, 15, 24, 23, 17, 3, 12, 7, 10, 1, 20, 6, 9, 21, 22, 14, 0];
253;1.44;1.0;0.0;1.2222222222222223;5752.57365401763;[0, 11, 22, 16, 7, 3, 10, 12, 1, 20, 6, 23, 17, 24, 13, 5, 19, 8, 18, 15, 4, 14, 21, 9, 2, 0];
